system,noise_type,intensity,seed,mode_id,real,imag,abs
Cart_data,gaussian,0.2,100,13,0.7221777439117432,-0.0624021552503109,0.7248687624538246
Cart_data,gaussian,0.0,100,14,0.9376212358474731,0.02486199326813221,0.9379507986144089
Cart_data,gaussian,0.025,100,14,0.9654132723808289,0.03379562869668007,0.966004622663921
Cart_data,gaussian,0.05,100,14,0.9617165923118591,0.0,0.9617165923118591
Cart_data,gaussian,0.075,100,14,0.9423668384552002,0.0,0.9423668384552002
Cart_data,gaussian,0.1,100,14,0.9252078533172607,-0.05683378875255585,0.9269518063976703
Cart_data,gaussian,0.15,100,14,0.870856761932373,-0.02486480586230755,0.8712116610640082
Cart_data,gaussian,0.2,100,14,0.8666226863861084,-0.04215146228671074,0.8676471784844247
Cart_data,gaussian,0.0,100,15,0.9376212358474731,-0.02486199326813221,0.9379507986144089
Cart_data,gaussian,0.025,100,15,0.9654132723808289,-0.03379562869668007,0.966004622663921
Cart_data,gaussian,0.05,100,15,-1.9291306330160296e-08,0.0,1.9291306330160296e-08
Cart_data,gaussian,0.075,100,15,-1.2261875781405251e-07,0.0,1.2261875781405251e-07
Cart_data,gaussian,0.1,100,15,0.8292922973632812,0.06615465134382248,0.8319267710324578
Cart_data,gaussian,0.15,100,15,-9.058567229658365e-09,0.0,9.058567229658365e-09
Cart_data,gaussian,0.2,100,15,0.5056999325752258,0.0,0.5056999325752258
Cart_data,gaussian,0.0,100,16,0.9104032516479492,0.0,0.9104032516479492
Cart_data,gaussian,0.025,100,16,0.94276362657547,0.0,0.94276362657547
Cart_data,gaussian,0.05,100,16,0.8989810943603516,0.0,0.8989810943603516
Cart_data,gaussian,0.075,100,16,0.9157329201698303,0.0,0.9157329201698303
Cart_data,gaussian,0.1,100,16,0.8978506326675415,0.0,0.8978506326675415
Cart_data,gaussian,0.15,100,16,0.6990628838539124,-0.01769608072936535,0.6992868273143208
Cart_data,gaussian,0.2,100,16,0.6112657785415649,0.0,0.6112657785415649
Cart_data,gaussian,0.0,100,17,-6.545191411078122e-08,9.950631607580362e-08,1.1910272876698844e-07
Cart_data,gaussian,0.025,100,17,0.9168186187744141,0.06960878521203995,0.9194573196783634
Cart_data,gaussian,0.05,100,17,0.9097155332565308,0.07402969151735306,0.9127227107256445
Cart_data,gaussian,0.075,100,17,0.8974411487579346,0.025635384023189545,0.8978072111528052
Cart_data,gaussian,0.1,100,17,0.9252078533172607,0.05683378875255585,0.9269518063976703
Cart_data,gaussian,0.15,100,17,0.8190004825592041,0.05056474357843399,0.820559920862189
Cart_data,gaussian,0.2,100,17,0.7221777439117432,0.0624021552503109,0.7248687624538246
Cart_data,gaussian,0.0,100,18,-6.545191411078122e-08,-9.950631607580362e-08,1.1910272876698844e-07
Cart_data,gaussian,0.025,100,18,0.9168186187744141,-0.06960878521203995,0.9194573196783634
Cart_data,gaussian,0.05,100,18,0.9097155332565308,-0.07402969151735306,0.9127227107256445
Cart_data,gaussian,0.075,100,18,0.8974411487579346,-0.025635384023189545,0.8978072111528052
Cart_data,gaussian,0.1,100,18,0.8292922973632812,-0.06615465134382248,0.8319267710324578
Cart_data,gaussian,0.15,100,18,0.8190004825592041,-0.05056474357843399,0.820559920862189
Cart_data,gaussian,0.2,100,18,0.5520455241203308,0.0,0.5520455241203308
Cart_data,gaussian,0.0,100,19,8.826444997112048e-08,0.0,8.826444997112048e-08
Cart_data,gaussian,0.025,100,19,0.9566710591316223,0.0,0.9566710591316223
Cart_data,gaussian,0.05,100,19,0.9590544104576111,0.0,0.9590544104576111
Cart_data,gaussian,0.075,100,19,0.9332888722419739,0.0,0.9332888722419739
Cart_data,gaussian,0.1,100,19,0.9255130887031555,0.0,0.9255130887031555
Cart_data,gaussian,0.15,100,19,0.9102817177772522,0.0,0.9102817177772522
Cart_data,gaussian,0.2,100,19,0.8679277896881104,0.0,0.8679277896881104
