z_seed,hp_seed,pre_mle_cost,post_mle_cost,train_nrmse,test_nrmse,train_nlpd,test_nlpd,iters,best_iter,opt_time,result_file
318,1,0.03196808,0.012209595,4.435958713,4.204300046,-3.702345848,-3.822320223,1050,1050,24.3499532,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-1.json
318,10,0.140094772,0.015662281,2.692280523,2.45807711,-2.928832769,-3.303389311,4850,4850,33.5375307,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-10.json
318,46,0.066417255,0.016037872,3.60894464,3.162951395,-2.028579712,-2.387410402,1050,1050,26.2134533,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-46.json
318,91,0.075717025,0.036204327,6.636281312,6.140412018,3.334424734,2.929903269,1550,1550,26.0651388,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-91.json
318,137,0.107815109,0.016389163,6.710583717,6.393609196,0.161987692,0.281217724,1650,1650,25.5001255,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-137.json
318,182,0.965221524,0.024760947,5.734581873,4.690907151,-1.157513976,-1.424415588,1750,1750,25.8688137,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-182.json
318,227,0.065216601,0.015804594,4.37117666,3.654784709,0.763500214,0.61894244,6400,6400,35.4277658,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-227.json
318,273,0.038908355,0.018977638,3.404420242,3.014187142,-1.429590225,-1.704212427,1050,1050,24.6760264,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-273.json
318,318,0.061137091,0.013529053,10.19071117,10.29427275,0.348050058,0.295795381,11100,11100,53.3583537,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-318.json
318,363,0.030891484,0.01593619,2.708402835,2.35693641,-1.641171694,-1.720816374,1050,1050,25.7237675,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-363.json
318,409,0.04426707,0.031726725,4.728417844,5.155514553,-0.362310141,-0.098443404,1050,1050,24.856172,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-409.json
318,454,0.112007067,0.01744125,6.991928071,6.532868743,-1.921260715,-2.146662235,10150,10150,50.5474797,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-454.json
318,500,0.059072521,0.015927782,3.368414938,3.207207099,-0.753405511,-0.885935485,2750,2750,28.4261023,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-500.json
318,1234,0.025059629,0.093584366,5.413427204,6.079157069,-0.501970649,-0.68922466,1050,1050,24.0282224,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-318_seed_hp-1234.json
363,1,0.031162858,0.070550025,5.832879245,4.413107038,1.403823137,-0.641955316,1050,1050,24.7841245,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-1.json
363,10,0.139544383,0.015078398,3.90583463,3.697761893,-1.656549454,-1.8179245,4900,4900,33.7797699,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-10.json
363,46,0.065025292,0.034112185,4.943609238,4.591720179,-0.237752333,-0.608678758,1050,1050,21.8699589,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-46.json
363,91,0.075717025,0.015575053,3.697991371,3.782316297,-1.376292586,-1.439234495,1550,1550,25.6208107,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-91.json
363,137,0.10764581,0.019376712,6.912443042,6.207922101,-0.155873626,-0.307118773,1650,1650,24.5843442,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-137.json
363,182,0.896582961,0.017991347,7.062898576,6.126306206,0.378981084,0.691394448,4100,4100,33.8670717,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-182.json
363,227,0.065164536,0.019069538,9.83377248,8.513820171,-0.320468724,-0.351614237,5850,5850,38.3981649,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-227.json
363,273,0.038161088,0.016922582,7.327140123,6.257899106,0.99610275,0.370078802,1050,1050,25.8163069,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-273.json
363,318,0.061480377,0.014175605,9.706361592,10.11699811,-0.21218425,-0.417607069,11100,11100,53.8888989,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-318.json
363,363,0.030945206,0.011141661,2.569772117,2.197051421,-3.711111307,-4.007927895,1050,1050,28.1675235,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-363.json
363,409,0.043656159,0.021145474,4.238170758,4.05465588,-0.326674074,-0.49382773,1050,1050,24.9431873,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-409.json
363,454,0.113683209,0.011465566,6.142504513,5.857095867,-2.23586297,-2.42846632,9650,9650,54.4160685,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-454.json
363,500,0.058547869,0.015144296,2.860445529,2.658351138,-0.265447408,-0.369194448,3050,3050,30.9453356,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-500.json
363,1234,0.025057677,0.014375665,3.015754186,2.848042175,-1.693265796,-2.384999514,1050,1050,26.043842,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-363_seed_hp-1234.json
409,1,0.031285465,0.02441581,5.718488246,4.699555784,-0.079976514,3.141644001,1050,1050,24.255155,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-1.json
409,10,0.139823362,0.014038281,4.224581644,3.834810108,-1.249587655,-1.07132256,4900,4900,36.3889209,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-10.json
409,46,0.064839497,0.048218828,6.643519551,7.038303465,0.671566725,0.238599822,1050,1050,26.0279367,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-46.json
409,91,0.075717025,0.014997375,3.797916323,3.806569427,-1.588348389,-1.627695322,1550,1550,27.5221282,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-91.json
409,137,0.107022971,0.018488308,6.597813964,7.589391619,-0.580174506,-0.647702456,1900,1900,27.8769869,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-137.json
409,182,0.902256966,0.018289374,5.097295716,4.684679955,-0.637794852,-1.040385962,3800,3800,33.5418236,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-182.json
409,227,0.065154836,0.025773043,5.166933313,4.459825903,-0.139127284,-0.167271584,6150,6150,40.5812472,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-227.json
409,273,0.038423344,0.372781754,2.751791663,2.630240284,-0.662402689,-0.821099401,1050,1050,25.5653501,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-273.json
409,318,0.061765116,0.016543875,9.310296178,10.29295102,0.722790897,0.471993625,12450,12450,57.758208,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-318.json
409,363,0.030879183,0.013052791,5.343949795,5.301687866,-1.560246825,-1.75480783,1050,1050,28.4553027,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-363.json
409,409,0.043760665,0.026013117,7.020822912,8.518428355,2.100099564,2.525655746,1050,1050,25.2749715,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-409.json
409,454,0.116980411,0.011749008,6.59237355,6.555457413,-1.859181881,-2.054020643,8650,8650,50.7233331,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-454.json
409,500,0.058077484,0.014439255,2.889174595,2.665762603,-1.650858045,-1.411898017,3500,3500,32.6542519,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-500.json
409,1234,0.025064947,0.02532048,8.089099079,7.690415531,1.738929033,1.375286102,1050,1050,25.5503461,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-409_seed_hp-1234.json
454,1,0.031974699,0.021490483,6.376126409,5.833544582,-0.454308838,-0.83293283,1050,1050,25.3834651,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-1.json
454,10,0.140223995,0.014224034,4.574592039,4.403792322,-0.263421446,-0.185062453,4750,4750,36.5372841,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-10.json
454,46,0.065499321,0.015899511,3.271764144,3.05440221,-1.825461626,-1.291052103,1050,1050,25.1569123,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-46.json
454,91,0.075717025,0.016802378,9.03544277,9.003876895,0.639721811,0.84167707,1550,1550,27.0526421,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-91.json
454,137,0.107864268,0.029841471,6.760796905,7.265028358,1.684946418,1.669085503,1650,1650,26.7412973,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-137.json
454,182,0.895695865,0.020083001,4.416064173,3.743192926,-1.051453829,-1.227851033,4100,4100,34.6150833,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-182.json
454,227,0.065979764,0.041435141,5.287674814,4.983260483,-0.113092698,-0.533334196,5200,5200,38.5179781,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-227.json
454,273,0.038432483,0.020338615,3.488563374,2.990790829,-1.897690177,-1.932887435,1050,1050,25.5083114,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-273.json
454,318,0.061773069,0.015478859,8.418152481,8.149933815,-0.732789755,-1.002857924,12000,12000,57.4634915,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-318.json
454,363,0.030730093,0.013968563,2.721136808,2.239244804,-1.816136718,-2.049737692,1050,1050,27.5979707,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-363.json
454,409,0.044272259,0.014136245,7.831993699,8.008220047,0.544104338,0.296230972,1050,1050,25.1725753,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-409.json
454,454,0.114600509,0.026160635,7.333829999,7.102718949,-2.19994998,-2.320922613,9450,9450,53.3361663,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-454.json
454,500,0.05905975,0.016687315,2.777531557,2.20301263,-1.59654367,-1.855461359,2750,2750,30.5426928,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-500.json
454,1234,0.025054881,0.014336844,4.850760475,4.043756053,-1.5675143,-1.564305425,1050,1050,25.5572647,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-454_seed_hp-1234.json
500,1,0.030941939,0.012339621,5.082176998,4.740808159,-1.720024586,-1.649859071,1050,1050,25.3120553,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-1.json
500,10,0.139731258,0.013421273,4.14230749,3.200980276,-1.43606317,-1.690945268,4900,4900,36.9273209,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-10.json
500,46,0.064919606,0.014967921,3.812162951,3.873232752,-0.958625615,-1.372462988,1050,1050,25.6447227,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-46.json
500,91,0.075717017,0.193354249,4.542075098,4.830089957,-0.174905047,-0.57699877,1550,1550,27.1356712,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-91.json
500,137,0.107679233,0.014704088,5.710193887,5.976766348,-0.767260373,-0.764055729,1650,1650,33.6607936,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-137.json
500,182,0.93170476,0.021635059,8.201015741,8.136066794,0.504599392,0.437809706,2700,2700,38.231377,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-182.json
500,227,0.064563066,0.019247938,4.364361241,3.942631185,-1.40894568,-1.414514184,6000,6000,52.8450273,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-227.json
500,273,0.037962761,0.015399348,3.605589643,2.918592468,-1.434413433,-2.541951895,1050,1050,33.3235563,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-273.json
500,318,0.064342901,0.019459426,7.966618985,7.588981092,-0.10485132,-0.371712446,11250,11250,53.7729407,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-318.json
500,363,0.030941412,0.01313952,3.080973588,2.546748146,-2.103439569,-2.291572094,1050,1050,25.1154695,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-363.json
500,409,0.043568186,0.013402327,8.32547769,10.12832299,1.986768246,1.228664279,1050,1050,24.7403176,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-409.json
500,454,0.114929594,0.011639712,5.383390188,5.369522423,-1.537680507,-1.785457611,9000,9000,47.4991727,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-454.json
500,500,0.059075538,0.015407246,3.359659389,3.158267215,-1.36615324,-1.389072299,2750,2750,28.7262361,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-500.json
500,1234,0.025055576,0.46879217,3.342504054,3.123887256,-1.582164526,-1.02240181,1050,1050,23.511945,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-500_seed_hp-1234.json
1234,1,0.030781694,0.014462901,10.13258994,10.50718799,-0.920281053,-0.433628857,1050,1050,24.6183987,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-1.json
1234,10,0.139681384,0.019185169,3.521805257,3.163246438,-1.233872175,-1.779590607,4900,4900,35.5945187,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-10.json
1234,46,0.065164179,0.01968215,3.514972702,3.345253319,-2.490334272,-2.756151915,1050,1050,24.1251423,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-46.json
1234,91,0.075717017,0.013445099,9.831979126,11.36094779,0.820465684,0.780546725,1550,1550,22.6299035,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-91.json
1234,137,0.107265279,0.016509645,5.310580879,6.209273264,0.017588727,-0.253621906,1750,1750,25.6629473,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-137.json
1234,182,0.906363785,0.016398581,12.78636605,11.6200313,0.017593948,-0.270260423,3700,3700,31.46393,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-182.json
1234,227,0.06535659,0.020657675,4.36848551,3.821349889,-0.761487722,-0.972207427,5850,5850,36.4954786,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-227.json
1234,273,0.037894811,0.018227635,3.270178288,2.759674191,-2.60479641,-2.632171869,1050,1050,24.2475871,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-273.json
1234,318,0.062679097,0.014197381,8.213307709,7.954786718,-1.070281267,-1.327289224,10600,10600,50.8436373,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-318.json
1234,363,0.030860117,0.016164644,2.696963772,2.251568437,-2.217896938,-2.512359142,1050,1050,25.4940631,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-363.json
1234,409,0.043158025,0.171940282,8.401465416,9.355098754,0.66775012,0.872555614,1050,1050,24.5625349,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-409.json
1234,454,0.114164278,0.013533377,6.766815484,7.030037791,-1.980619311,-2.056415319,9350,9350,49.4270143,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-454.json
1234,500,0.059122879,0.019913545,3.215414286,2.936145663,-0.772634447,-0.790756106,2750,2750,28.9001522,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-500.json
1234,1234,0.025036171,0.020306962,3.508156165,3.180706501,-0.532614589,-1.157741427,1050,1050,23.8391299,C:\Users\abhig\CODEBOX\KoopmanGPO\Figures\SeedSensitivity\Cart_data_20260601\seed_z-1234_seed_hp-1234.json
