hp_trial,z_trial,seed_hp,seed_Z,cost,gradZ_frob,bound,ratio_grad_over_bound,gamma1,gamma2,epsilon,G_frob,Gplus_frob,X_frob,phi_sigma_max,phi_sigma_min,phi_cond,phi_plus_sigma_max,phi_plus_sigma_min,phi_plus_cond,G_sigma_max,G_sigma_min,G_cond,Gplus_sigma_max,Gplus_sigma_min,Gplus_cond,MMt_sigma_max,MMt_sigma_min,MMt_cond,nTrain,N,ns_query,device
9,2,19,728,124.76495361328125,5.545403957366943,64060049866.37783,8.656571402822886e-11,50.570167541503906,44.568809509277344,4.245631694793701,79.04576110839844,66.56112670898438,113.1370849609375,41.53190994262695,2.0604965686798096,20.15626335144043,38.659698486328125,0.05698322504758835,678.4400024414062,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1724.8994140625,4.245648384094238,406.2746887207031,100,16,1600,cuda:0
9,3,19,896,126.4794921875,4.523458003997803,55504574288.23831,8.149703086645141e-11,50.62045669555664,44.73933410644531,4.46341609954834,79.04576110839844,66.56112670898438,113.1370849609375,41.97598648071289,2.1126835346221924,19.868562698364258,39.212257385253906,0.06604036688804626,593.761962890625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1761.9796142578125,4.463416576385498,394.7602844238281,100,16,1600,cuda:0
9,4,19,1064,124.94447326660156,4.693235397338867,51795221585.68055,9.061135860911872e-11,50.79907989501953,44.589317321777344,4.593530178070068,79.04576110839844,66.56112670898438,113.1370849609375,41.8470458984375,2.1432530879974365,19.525012969970703,38.95804214477539,0.03131360933184624,1244.1248779296875,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1751.1705322265625,4.593533515930176,381.22515869140625,100,16,1600,cuda:0
9,5,19,1232,124.72886657714844,5.509761333465576,42737835453.45928,1.2891999033188297e-10,49.055747985839844,42.81087875366211,4.605937480926514,79.04576110839844,66.56112670898438,113.1370849609375,40.359622955322266,2.1461477279663086,18.805612564086914,37.387306213378906,0.013195869512856007,2833.25830078125,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1628.894775390625,4.60594367980957,353.6506042480469,100,16,1600,cuda:0
9,6,19,1400,123.4044189453125,5.993575572967529,48109616745.29869,1.2458165286783803e-10,50.42857360839844,44.43328857421875,4.650040149688721,79.04576110839844,66.56112670898438,113.1370849609375,41.82127380371094,2.1563990116119385,19.394033432006836,39.09014892578125,0.05224929749965668,748.1468505859375,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1749.021728515625,4.650043487548828,376.13018798828125,100,16,1600,cuda:0
10,0,21,427,125.01720428466797,5.700791358947754,49464275370.40214,1.1525067973317421e-10,50.304996490478516,44.322532653808594,4.587156772613525,79.04576110839844,66.56112670898438,113.1370849609375,41.378780364990234,2.141770839691162,19.31989097595215,38.67705154418945,0.056402936577796936,685.7276000976562,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1712.213623046875,4.5871782302856445,373.2607727050781,100,16,1600,cuda:0
10,1,21,610,123.6703872680664,5.636312961578369,41258655864.5069,1.3660922401563387e-10,50.90422439575195,44.82615661621094,4.976839065551758,79.04576110839844,66.56112670898438,113.1370849609375,42.51659393310547,2.2308850288391113,19.05817413330078,39.69541931152344,0.021528270095586777,1843.8740234375,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1807.664794921875,4.976851940155029,363.2145080566406,100,16,1600,cuda:0
10,2,21,793,125.2203369140625,5.321306228637695,57065587305.67444,9.324895229998903e-11,50.137908935546875,43.85288619995117,4.344357013702393,79.04576110839844,66.56112670898438,113.1370849609375,40.93721008300781,2.084315299987793,19.64060401916504,37.87535858154297,0.04977576434612274,760.919677734375,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1675.8426513671875,4.344362258911133,385.7511291503906,100,16,1600,cuda:0
10,3,21,976,123.80681610107422,4.97185754776001,44331658186.82573,1.1215140040120409e-10,50.94444274902344,45.02363586425781,4.866796970367432,79.04576110839844,66.56112670898438,113.1370849609375,41.4637565612793,2.2060840129852295,18.795185089111328,38.58108139038086,0.030231373384594917,1276.1934814453125,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1719.23974609375,4.8668084144592285,353.2581481933594,100,16,1600,cuda:0
10,4,21,1159,125.53265380859375,5.413273334503174,73851954481.78944,7.329898541599179e-11,49.40424728393555,43.12834167480469,3.882643938064575,79.04576110839844,66.56112670898438,113.1370849609375,40.49960708618164,1.9704445600509644,20.553537368774414,37.439292907714844,0.06812182813882828,549.5932006835938,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1640.226318359375,3.8826515674591064,422.4500427246094,100,16,1600,cuda:0
10,5,21,1342,125.49368286132812,5.8678083419799805,44081629015.90188,1.3311232985203983e-10,50.99010467529297,44.87257385253906,4.881801128387451,79.04576110839844,66.56112670898438,113.1370849609375,42.051544189453125,2.209484577178955,19.03228759765625,39.04766082763672,0.009772129356861115,3995.819091796875,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1768.316650390625,4.88180685043335,362.2258605957031,100,16,1600,cuda:0
10,6,21,1525,125.03379821777344,5.292855262756348,60786801656.91055,8.707244201841682e-11,49.9652214050293,44.14788818359375,4.231532573699951,79.04576110839844,66.56112670898438,113.1370849609375,41.29159164428711,2.0570757389068604,20.072956085205078,38.612815856933594,0.031582072377204895,1222.6181640625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1704.999755859375,4.231534481048584,402.92706298828125,100,16,1600,cuda:0
11,0,23,462,123.91234588623047,6.241237640380859,48125563114.145706,1.2968653739339524e-10,50.08180618286133,44.22602462768555,4.594474792480469,79.04576110839844,66.56112670898438,113.1370849609375,41.35591506958008,2.1434717178344727,19.293893814086914,38.63904571533203,0.011955616995692253,3231.873779296875,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1710.3179931640625,4.59446382522583,372.25628662109375,100,16,1600,cuda:0
11,1,23,660,123.52814483642578,5.143648624420166,45307867672.655594,1.1352661002681624e-10,50.50560760498047,44.74861526489258,4.759616851806641,79.04576110839844,66.56112670898438,113.1370849609375,41.8485221862793,2.1816561222076416,19.181997299194336,39.290279388427734,0.05112329125404358,768.5397338867188,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1751.3140869140625,4.75963020324707,367.95172119140625,100,16,1600,cuda:0
11,2,23,858,123.52359771728516,5.590934753417969,46607500533.0076,1.199578327410724e-10,50.99835205078125,44.85201644897461,4.792576789855957,79.04576110839844,66.56112670898438,113.1370849609375,42.348209381103516,2.1891958713531494,19.34418487548828,39.40147399902344,0.04972827807068825,792.3353881835938,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1793.3651123046875,4.792571067810059,374.1968688964844,100,16,1600,cuda:0
11,3,23,1056,122.01921081542969,6.923671722412109,70306371832.90308,9.84785808442452e-11,50.6343994140625,44.674537658691406,4.1249680519104,79.04576110839844,66.56112670898438,113.1370849609375,41.82119369506836,2.031005620956421,20.591373443603516,39.07323455810547,0.03662196919322014,1066.934326171875,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1749.0284423828125,4.124972343444824,424.0097351074219,100,16,1600,cuda:0
11,4,23,1254,123.90353393554688,6.008982181549072,59683040712.775986,1.0068156899825592e-10,50.351097106933594,44.457763671875,4.315190315246582,79.04576110839844,66.56112670898438,113.1370849609375,41.89860916137695,2.0773050785064697,20.169694900512695,39.0877685546875,0.07257644087076187,538.5737915039062,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1755.49951171875,4.315203666687012,406.8172912597656,100,16,1600,cuda:0
11,5,23,1452,124.41455078125,5.736448764801025,55825474821.56041,1.0275682890538615e-10,50.172550201416016,44.03382110595703,4.383083343505859,79.04576110839844,66.56112670898438,113.1370849609375,41.18025207519531,2.0935797691345215,19.66977882385254,38.374610900878906,0.012481640093028545,3074.484619140625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1695.82080078125,4.383098602294922,386.8999938964844,100,16,1600,cuda:0
11,6,23,1650,125.1172103881836,4.924384593963623,58133582146.81427,8.47080880295191e-11,50.782161712646484,44.642822265625,4.4172868728637695,79.04576110839844,66.56112670898438,113.1370849609375,41.66437530517578,2.101731538772583,19.823833465576172,38.724830627441406,0.08300364017486572,466.54376220703125,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1735.943603515625,4.417290210723877,392.98834228515625,100,16,1600,cuda:0
12,0,25,497,124.15867614746094,5.301975250244141,45642755795.69837,1.1616246998705167e-10,49.0667839050293,43.012332916259766,4.5090179443359375,79.04576110839844,66.56112670898438,113.1370849609375,40.579673767089844,2.123448610305786,19.11026954650879,37.67182540893555,0.01688307896256447,2231.336181640625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1646.7086181640625,4.5090227127075195,365.2030029296875,100,16,1600,cuda:0
12,1,25,710,124.11631774902344,5.8890485763549805,48607978423.79258,1.2115394976953857e-10,49.488525390625,43.36132049560547,4.481381893157959,79.04576110839844,66.56112670898438,113.1370849609375,40.85540008544922,2.116929292678833,19.29936981201172,37.942230224609375,0.027478080242872238,1380.818115234375,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1669.1595458984375,4.481379508972168,372.465576171875,100,16,1600,cuda:0
12,2,25,923,125.37922668457031,4.907841205596924,46011536439.68463,1.0666544926250159e-10,50.23642349243164,44.17368698120117,4.6876702308654785,79.04576110839844,66.56112670898438,113.1370849609375,40.9542236328125,2.165102958679199,18.91560173034668,38.19615936279297,0.03140983730554581,1216.0572509765625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1677.23974609375,4.687681198120117,357.79730224609375,100,16,1600,cuda:0
12,3,25,1136,123.41510009765625,5.997035026550293,44167282616.364456,1.3578003153692608e-10,48.96315383911133,42.81774139404297,4.54118013381958,79.04576110839844,66.56112670898438,113.1370849609375,39.90705871582031,2.131006956100464,18.72685432434082,37.05792999267578,0.006693647243082523,5536.28369140625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1592.5770263671875,4.541192531585693,350.6957702636719,100,16,1600,cuda:0
12,4,25,1349,126.01475524902344,5.4862446784973145,74358416524.58397,7.37810853823586e-11,49.63201141357422,43.550594329833984,3.9068362712860107,79.04576110839844,66.56112670898438,113.1370849609375,40.7384033203125,1.9765733480453491,20.610620498657227,37.7902717590332,0.02964387834072113,1274.80859375,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1659.619140625,3.9068329334259033,424.7991027832031,100,16,1600,cuda:0
12,5,25,1562,123.8558578491211,5.7959136962890625,28648635426.615227,2.0231028843016125e-10,50.11882400512695,44.15781784057617,5.473138332366943,79.04576110839844,66.56112670898438,113.1370849609375,41.37399673461914,2.339477777481079,17.685142517089844,38.47175598144531,0.027897944673895836,1379.017578125,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1711.8204345703125,5.473137855529785,312.76763916015625,100,16,1600,cuda:0
12,6,25,1775,122.30065155029297,5.463355541229248,33346645786.996777,1.638352347677389e-10,49.255558013916016,43.0126838684082,5.041479110717773,79.04576110839844,66.56112670898438,113.1370849609375,40.27906799316406,2.2453250885009766,17.9390811920166,37.275146484375,0.01068122312426567,3489.782470703125,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1622.39453125,5.041491508483887,321.8084411621094,100,16,1600,cuda:0
13,0,27,532,124.947265625,4.967038631439209,58766857785.451775,8.452108584013557e-11,50.232505798339844,44.030174255371094,4.316877365112305,79.04576110839844,66.56112670898438,113.1370849609375,41.217098236083984,2.0777077674865723,19.8377742767334,38.39225387573242,0.013716636225581169,2798.95556640625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1698.8511962890625,4.316878318786621,393.5369567871094,100,16,1600,cuda:0
13,1,27,760,124.50550842285156,6.493353843688965,109467405324.54166,5.931769209691143e-11,50.75912094116211,44.53929138183594,3.5703048706054688,79.04576110839844,66.56112670898438,113.1370849609375,41.899688720703125,1.8895295858383179,22.174667358398438,39.0488395690918,0.010387673042714596,3759.15185546875,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1755.5927734375,3.5703046321868896,491.7207336425781,100,16,1600,cuda:0
13,2,27,988,125.48334503173828,4.284154415130615,41368037735.90049,1.0356194418698983e-10,49.97267150878906,43.96692657470703,4.8134236335754395,79.04576110839844,66.56112670898438,113.1370849609375,41.172691345214844,2.193952798843384,18.766443252563477,38.342891693115234,0.0703648179769516,544.9156494140625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1695.1845703125,4.813436985015869,352.1775817871094,100,16,1600,cuda:0
13,3,27,1216,124.85012817382812,5.457538604736328,43939725780.22476,1.242051129775715e-10,49.7503662109375,43.701961517333984,4.679715156555176,79.04576110839844,66.56112670898438,113.1370849609375,40.75279235839844,2.1632697582244873,18.838516235351562,37.82188034057617,0.08029580116271973,471.0318603515625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1660.78466796875,4.679734706878662,354.8886413574219,100,16,1600,cuda:0
13,4,27,1444,125.71112060546875,5.781196594238281,47020926179.52676,1.2294944110980645e-10,50.130313873291016,44.04146957397461,4.636108875274658,79.04576110839844,66.56112670898438,113.1370849609375,41.3685417175293,2.1531622409820557,19.212923049926758,38.34772872924805,0.012896749190986156,2973.44140625,18.172183990478516,5.328230381011963,3.4105477333068848,17.8619384765625,2.1027233600616455,8.494668960571289,1711.3626708984375,4.6361165046691895,369.1371154785156,100,16,1600,cuda:0
