hp_trial,z_trial,seed_hp,seed_Z,cost,gradZ_frob,bound,ratio_grad_over_bound,gamma1,gamma2,epsilon,G_frob,Gplus_frob,X_frob,phi_sigma_max,phi_sigma_min,phi_cond,phi_plus_sigma_max,phi_plus_sigma_min,phi_plus_cond,G_sigma_max,G_sigma_min,G_cond,Gplus_sigma_max,Gplus_sigma_min,Gplus_cond,Mz_sigma_max,Mz_sigma_min,Mz_cond,nTrain,N,ns_query,device
0,0,1,77,225.0889434814453,80.6282730102539,333459432.7086612,2.41793349059937e-07,307.1021423339844,307.890380859375,1016.37939453125,666.1300048828125,669.1170654296875,200.0,243.2434539794922,31.880735397338867,7.629794120788574,244.0467071533203,31.777889251708984,7.679764747619629,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,59167.41015625,1016.3812255859375,58.21379852294922,200,100,20000,cuda:0
0,1,1,110,229.47427368164062,68.88864135742188,251588079.12457716,2.738152045880948e-07,305.50347900390625,306.11517333984375,1148.571044921875,666.1300048828125,669.1170654296875,200.0,241.8637237548828,33.89059066772461,7.136603832244873,242.41136169433594,33.86675262451172,7.157797813415527,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,58497.96875,1148.5723876953125,50.931026458740234,200,100,20000,cuda:0
0,2,1,143,214.5755615234375,45.165470123291016,127145462.66573727,3.5522675505951854e-07,315.97760009765625,317.2681884765625,1821.5938720703125,666.1300048828125,669.1170654296875,200.0,253.49684143066406,42.680118560791016,5.939459800720215,254.91978454589844,42.555477142333984,5.990293025970459,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,64260.640625,1821.593017578125,35.27716827392578,200,100,20000,cuda:0
0,3,1,176,235.414306640625,77.55875396728516,194462774.92233747,3.988359931522101e-07,304.733154296875,305.4713134765625,1300.8912353515625,666.1300048828125,669.1170654296875,200.0,242.85684204101562,36.067874908447266,6.733328342437744,243.7041473388672,35.99512481689453,6.770476341247559,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,58979.8359375,1300.8916015625,45.338008880615234,200,100,20000,cuda:0
0,4,1,209,232.18972778320312,60.16099548339844,116269685.60075995,5.174263194447411e-07,318.18927001953125,318.9653625488281,1959.1534423828125,666.1300048828125,669.1170654296875,200.0,245.48793029785156,44.26237106323242,5.546199321746826,245.99945068359375,44.216957092285156,5.563464164733887,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,60264.1640625,1959.1529541015625,30.760316848754883,200,100,20000,cuda:0
0,5,1,242,239.28005981445312,89.48590850830078,1271078603.4471202,7.040155366129063e-08,319.51556396484375,320.3829040527344,625.2423706054688,666.1300048828125,669.1170654296875,200.0,234.84654235839844,25.004894256591797,9.392023086547852,235.30123901367188,24.916643142700195,9.443536758422852,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,55152.86328125,625.244140625,88.21012115478516,200,100,20000,cuda:0
0,6,1,275,218.10560607910156,63.52428436279297,118519721.80451009,5.359807076460387e-07,303.00653076171875,303.31640625,1684.5394287109375,666.1300048828125,669.1170654296875,200.0,244.02037048339844,41.04322052001953,5.945448875427246,244.2525634765625,40.8719596862793,5.9760422706604,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,59545.78515625,1684.54296875,35.348331451416016,200,100,20000,cuda:0
0,7,1,308,264.54541015625,52.77388381958008,355835727.0215941,1.4830968284524578e-07,339.44256591796875,340.57086181640625,1268.6507568359375,666.1300048828125,669.1170654296875,200.0,262.6583251953125,35.61809158325195,7.374295234680176,263.5692138671875,35.54835510253906,7.414385795593262,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,68989.53125,1268.6494140625,54.38029479980469,200,100,20000,cuda:0
0,8,1,341,268.8543395996094,80.937744140625,757607791.0804205,1.0683330490199963e-07,319.7315368652344,320.44671630859375,776.497802734375,666.1300048828125,669.1170654296875,200.0,254.4319610595703,27.865747451782227,9.130634307861328,255.26901245117188,27.692180633544922,9.218090057373047,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,64735.66015625,776.498291015625,83.36870574951172,200,100,20000,cuda:0
0,9,1,374,226.25096130371094,41.24666213989258,505526053.27073574,8.1591565603846e-08,312.0182800292969,312.57733154296875,873.107177734375,666.1300048828125,669.1170654296875,200.0,248.51205444335938,29.548343658447266,8.410354614257812,248.99765014648438,29.315242767333984,8.493794441223145,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,61758.13671875,873.1049194335938,70.73392486572266,200,100,20000,cuda:0
1,0,3,112,222.68740844726562,38.55550765991211,175913035.9963019,2.191736811405076e-07,302.8642883300781,303.2723083496094,1348.254638671875,666.1300048828125,669.1170654296875,200.0,226.34251403808594,36.71857452392578,6.164251327514648,226.7260284423828,36.60251235961914,6.19427490234375,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,51230.90625,1348.2530517578125,37.997989654541016,200,100,20000,cuda:0
1,1,3,160,223.7174072265625,84.36305236816406,306049715.0955536,2.7565146512822134e-07,300.9057312011719,301.91851806640625,1006.79541015625,666.1300048828125,669.1170654296875,200.0,233.99595642089844,31.730018615722656,7.374592304229736,234.70518493652344,31.66659927368164,7.4117584228515625,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,54754.15234375,1006.79296875,54.38471984863281,200,100,20000,cuda:0
1,2,3,208,240.34039306640625,68.08760833740234,166104845.54686254,4.0990741789162944e-07,306.5895080566406,307.3514709472656,1437.66259765625,666.1300048828125,669.1170654296875,200.0,240.04576110839844,37.916622161865234,6.3308844566345215,240.7526092529297,37.69544219970703,6.386783123016357,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,57621.921875,1437.6693115234375,40.08009338378906,200,100,20000,cuda:0
1,3,3,256,227.23834228515625,49.0824089050293,1001814081.6644654,4.89935306394189e-08,322.18756103515625,323.0074157714844,703.0531616210938,666.1300048828125,669.1170654296875,200.0,251.50860595703125,26.515188217163086,9.485454559326172,252.438232421875,26.421430587768555,9.554298400878906,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,63256.4921875,703.0555419921875,89.97367858886719,200,100,20000,cuda:0
1,4,3,304,239.68951416015625,55.373069763183594,107383497.15530892,5.156571654869597e-07,319.9949645996094,320.7217712402344,2094.1376953125,666.1300048828125,669.1170654296875,200.0,237.1961212158203,45.761695861816406,5.183289527893066,237.8966827392578,45.64616775512695,5.211755752563477,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,56261.83203125,2094.137939453125,26.866344451904297,200,100,20000,cuda:0
1,5,3,352,216.45883178710938,46.385353088378906,137137352.51972705,3.382401091759915e-07,312.9361267089844,313.4717712402344,1691.3729248046875,666.1300048828125,669.1170654296875,200.0,239.4210968017578,41.126304626464844,5.8216047286987305,240.1338653564453,40.98542404174805,5.859006404876709,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,57322.51953125,1691.37353515625,33.89110565185547,200,100,20000,cuda:0
1,6,3,400,245.69735717773438,77.12019348144531,255510799.99962512,3.0182752933166997e-07,311.3228759765625,312.2161865234375,1196.72314453125,666.1300048828125,669.1170654296875,200.0,250.27749633789062,34.59370803833008,7.234769344329834,251.087158203125,34.46855926513672,7.28452730178833,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,62638.89453125,1196.7244873046875,52.341949462890625,200,100,20000,cuda:0
1,7,3,448,228.9876708984375,37.40383529663086,267416525.65451747,1.3987106894416042e-07,328.61328125,329.2625732421875,1343.1668701171875,666.1300048828125,669.1170654296875,200.0,253.14053344726562,36.64924621582031,6.907114505767822,253.86917114257812,36.4713020324707,6.960792541503906,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,64080.29296875,1343.168212890625,47.708316802978516,200,100,20000,cuda:0
1,8,3,496,236.81646728515625,73.20350646972656,143958431.10103464,5.085044752839102e-07,312.6719970703125,313.1220397949219,1640.329345703125,666.1300048828125,669.1170654296875,200.0,245.38983154296875,40.500999450683594,6.058858871459961,245.79759216308594,40.42938232421875,6.079677104949951,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,60216.12109375,1640.33056640625,36.709747314453125,200,100,20000,cuda:0
1,9,3,544,245.595947265625,82.26093292236328,210057223.26892287,3.9161201715520085e-07,305.76312255859375,306.7805480957031,1261.9617919921875,666.1300048828125,669.1170654296875,200.0,239.1687469482422,35.52409362792969,6.732578277587891,240.3763427734375,35.3996467590332,6.790359973907471,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,57201.74609375,1261.961181640625,45.327659606933594,200,100,20000,cuda:0
2,0,5,147,214.11595153808594,43.99443054199219,192747332.80063078,2.282492312746971e-07,301.7823486328125,302.50067138671875,1274.2186279296875,666.1300048828125,669.1170654296875,200.0,238.5167999267578,35.6961669921875,6.681860446929932,239.11224365234375,35.479583740234375,6.739431858062744,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,56890.203125,1274.2166748046875,44.64719772338867,200,100,20000,cuda:0
2,1,5,210,220.490478515625,57.682533264160156,356896815.7586943,1.6162243740263734e-07,303.6243591308594,304.32879638671875,957.1290283203125,666.1300048828125,669.1170654296875,200.0,233.95274353027344,30.937477111816406,7.562114238739014,234.59378051757812,30.779579162597656,7.621734619140625,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,54733.578125,957.1279907226562,57.18522262573242,200,100,20000,cuda:0
2,2,5,273,211.41445922851562,80.1580810546875,172772985.57754672,4.639503148407983e-07,277.7922058105469,278.353515625,1089.4991455078125,666.1300048828125,669.1170654296875,200.0,227.24859619140625,33.0075569152832,6.884744644165039,227.98007202148438,32.973480224609375,6.914043426513672,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,51641.9921875,1089.4989013671875,47.39976501464844,200,100,20000,cuda:0
2,3,5,336,232.44479370117188,46.45342254638672,78424633.94074397,5.923320290087164e-07,307.1627197265625,307.81298828125,2292.436279296875,666.1300048828125,669.1170654296875,200.0,234.05276489257812,47.87936019897461,4.88838529586792,234.53350830078125,47.820892333984375,4.904415130615234,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,54781.03515625,2292.43505859375,23.896438598632812,200,100,20000,cuda:0
2,4,5,399,238.80316162109375,81.8417739868164,488961853.95934814,1.6737864789268543e-07,308.7359313964844,309.8547668457031,864.8753662109375,666.1300048828125,669.1170654296875,200.0,231.55087280273438,29.40873908996582,7.873539447784424,232.1844940185547,29.35041618347168,7.910773277282715,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,53615.66015625,864.8751220703125,61.99237060546875,200,100,20000,cuda:0
2,5,5,462,217.6761474609375,52.558109283447266,324118386.2169423,1.621571361529257e-07,305.96881103515625,306.5664978027344,1020.1918334960938,666.1300048828125,669.1170654296875,200.0,232.7808380126953,31.940465927124023,7.287960052490234,233.3067626953125,31.933855056762695,7.305937767028809,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,54186.8046875,1020.1929931640625,53.1142692565918,200,100,20000,cuda:0
2,6,5,525,239.6268310546875,72.65241241455078,263578609.34133387,2.756384996343388e-07,291.9093017578125,292.49688720703125,1001.5594482421875,666.1300048828125,669.1170654296875,200.0,220.308349609375,31.647445678710938,6.961331367492676,220.63909912109375,31.49567985534668,7.005376815795898,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,48535.66796875,1001.56201171875,48.4599723815918,200,100,20000,cuda:0
2,7,5,588,228.39971923828125,88.25178527832031,497564318.4980276,1.773675924847697e-07,307.6466064453125,308.21343994140625,849.8036499023438,666.1300048828125,669.1170654296875,200.0,258.078369140625,29.15141487121582,8.85303020477295,258.9468994140625,28.993011474609375,8.931355476379395,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,66604.4375,849.8021850585938,78.37640380859375,200,100,20000,cuda:0
2,8,5,651,207.21420288085938,42.3625602722168,389670231.4102865,1.0871387357176116e-07,301.8653259277344,302.3879699707031,905.8402709960938,666.1300048828125,669.1170654296875,200.0,246.6529998779297,30.097200393676758,8.19521427154541,247.28074645996094,30.00751304626465,8.240628242492676,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,60837.66796875,905.8408203125,67.16154479980469,200,100,20000,cuda:0
2,9,5,714,216.63525390625,47.94257354736328,155812821.05539456,3.076933799325714e-07,286.9084777832031,287.349609375,1248.5302734375,666.1300048828125,669.1170654296875,200.0,220.1588592529297,35.334590911865234,6.230689525604248,220.4359893798828,35.21231460571289,6.260195732116699,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,48469.80078125,1248.53173828125,38.821441650390625,200,100,20000,cuda:0
3,0,7,182,218.50466918945312,58.32245635986328,334892966.52644885,1.7415252689475982e-07,313.3022155761719,314.1961975097656,1066.327880859375,666.1300048828125,669.1170654296875,200.0,264.79266357421875,32.65471267700195,8.108864784240723,265.9429626464844,32.65470886230469,8.144092559814453,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,70115.28125,1066.3277587890625,65.75396728515625,200,100,20000,cuda:0
3,1,7,260,241.04074096679688,71.30867767333984,307338994.51897746,2.3201962310362378e-07,314.1179504394531,315.2177429199219,1118.879150390625,666.1300048828125,669.1170654296875,200.0,262.7451171875,33.449676513671875,7.854937553405762,263.96551513671875,33.34299087524414,7.9166717529296875,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,69035.2421875,1118.881103515625,61.70024871826172,200,100,20000,cuda:0
3,2,7,338,227.237060546875,95.58068084716797,408351780.9557759,2.3406456223468572e-07,303.18218994140625,303.8739929199219,896.557861328125,666.1300048828125,669.1170654296875,200.0,231.49392700195312,29.942554473876953,7.731268405914307,231.8446502685547,29.87755012512207,7.759828090667725,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,53589.484375,896.5574340820312,59.77250671386719,200,100,20000,cuda:0
3,3,7,416,210.74365234375,42.87954330444336,184872427.53184918,2.3194125742226337e-07,312.4189758300781,313.4184875488281,1427.406982421875,666.1300048828125,669.1170654296875,200.0,232.20091247558594,37.78101348876953,6.145968437194824,232.95510864257812,37.64152908325195,6.188778877258301,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,53917.4140625,1427.4063720703125,37.77299499511719,200,100,20000,cuda:0
3,4,7,494,225.06887817382812,52.830509185791016,118010995.70004083,4.476744634887674e-07,312.72918701171875,313.4250183105469,1847.531982421875,666.1300048828125,669.1170654296875,200.0,256.6776123046875,42.98292922973633,5.971617698669434,257.4956970214844,42.87533187866211,6.005683898925781,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,65883.28125,1847.53125,35.66017150878906,200,100,20000,cuda:0
3,5,7,572,248.99879455566406,51.691776275634766,232615211.24266544,2.2222010331779045e-07,304.0556945800781,304.46875,1179.2744140625,666.1300048828125,669.1170654296875,200.0,236.72283935546875,34.340572357177734,6.893386363983154,237.27256774902344,34.18228530883789,6.941390037536621,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,56037.71484375,1179.2760009765625,47.51874542236328,200,100,20000,cuda:0
3,6,7,650,215.82260131835938,89.82266235351562,154484180.02648586,5.814359912977225e-07,311.1866760253906,311.7444152832031,1556.2894287109375,666.1300048828125,669.1170654296875,200.0,244.5676727294922,39.44984817504883,6.199458122253418,244.9788055419922,39.34718322753906,6.2260823249816895,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,59813.5625,1556.2894287109375,38.43344497680664,200,100,20000,cuda:0
3,7,7,728,233.6220245361328,64.7242431640625,654145956.2309157,9.894465072748173e-08,291.54736328125,292.20428466796875,664.3992919921875,666.1300048828125,669.1170654296875,200.0,238.36094665527344,25.775951385498047,9.247416496276855,239.33334350585938,25.546863555908203,9.368404388427734,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,56815.85546875,664.400390625,85.51448059082031,200,100,20000,cuda:0
3,8,7,806,220.67422485351562,46.136268615722656,119561836.8619779,3.8587788400225344e-07,323.75213623046875,324.65875244140625,2024.21142578125,666.1300048828125,669.1170654296875,200.0,253.25205993652344,44.99130630493164,5.628911018371582,254.06072998046875,44.606014251708984,5.6956610679626465,248.14358520507812,2.7196829319000244,91.23989868164062,251.8313446044922,1.857000470161438,135.6118927001953,64136.45703125,2024.2178955078125,31.68456268310547,200,100,20000,cuda:0
