system,noise_type,intensity,seed,final_cost,gp_noise_mean,gp_noise_median,gp_noise_std,gp_noise_min,gp_noise_max,gp_noise_n,froA,rel_change_froA,condA,spectral_radius_A,stable_fraction_A,froC,rel_change_froC,condC,n_eigs_A,n_svals_C,top10_abs_eigs_A,top10_svals_C
Inhibited Predator-Prey,gaussian,0.0,100,87.22491455078125,25.47258444812272,1.0152673721313477,0.08940500219289849,0.849541425704956,1.140228509902954,-0.8203959242626696,3.294914960861206,nan,2.928736312977761,1.0043625831604004,0.9,6.348567008972168,nan,6.433139584458143,10,2,1.004363e+00 9.844627e-01 9.844627e-01 9.763018e-01 9.763018e-01 9.676574e-01 9.534259e-01 9.534259e-01 9.353413e-01 9.353413e-01,6.273230e+00 9.751428e-01
Inhibited Predator-Prey,gaussian,0.025,100,98.45578002929688,28.881129315569062,1.1040645837783813,0.06153459953136734,0.9888374209403992,1.2067482471466064,-0.8099180105618861,3.6053812503814697,nan,5.133968141518724,0.990342915058136,1.0,3.4736993312835693,nan,1.557928852179981,10,2,9.903429e-01 9.903429e-01 9.838305e-01 9.838305e-01 9.813128e-01 9.590815e-01 9.590815e-01 9.515300e-01 9.515300e-01 9.277111e-01,2.923303e+00 1.876403e+00
Inhibited Predator-Prey,gaussian,0.05,100,483.5007629394531,145.74149976030898,1.0278760194778442,0.10863446498075664,0.9750486612319946,1.286259651184082,-0.7973937032772491,3.1812753677368164,nan,2.1975611274279316,1.002489447593689,0.9,4.037871837615967,nan,3.6071622437603823,10,2,1.002489e+00 9.825126e-01 9.825126e-01 9.704604e-01 9.595350e-01 9.595350e-01 9.510638e-01 9.510638e-01 9.300528e-01 9.300528e-01,3.891115e+00 1.078719e+00
Inhibited Predator-Prey,gaussian,0.75,100,188.668212890625,56.26041950451795,0.8719319105148315,0.153342737549257,0.6673249006271362,1.2167861461639404,-0.8083368822532224,2.859778642654419,nan,123.23732055733066,0.9640272259712219,1.0,10.533809661865234,nan,3.9639042388628463,10,2,9.640272e-01 6.779335e-01 5.820915e-01 2.845284e-01 2.467856e-01 1.770660e-01 1.287906e-01 9.053893e-02 4.027069e-02 2.951821e-02,1.021380e+01 2.576703e+00
Inhibited Predator-Prey,gaussian,0.1,100,101.49801635742188,29.80444186362033,0.8811042308807373,0.2126995541052336,0.44805586338043213,1.167694330215454,-0.8160696219217345,3.0714147090911865,nan,1.9850165442513272,1.0001063346862793,0.9,5.074830055236816,nan,2.9385351541067113,10,2,1.000106e+00 9.648160e-01 9.648160e-01 9.516659e-01 9.487632e-01 9.487632e-01 9.060665e-01 9.060665e-01 8.805941e-01 8.017259e-01,4.804264e+00 1.634918e+00
Inhibited Predator-Prey,gaussian,0.15,100,858.5407104492188,259.5653622771552,1.0772457122802734,0.08941115164479345,0.9140057563781738,1.2308745384216309,-0.8061177370133943,3.604518175125122,nan,6.663245300351466,0.9953678250312805,1.0,9.610438346862793,nan,4.595967267758153,10,2,9.953678e-01 9.513454e-01 9.349460e-01 9.349460e-01 9.147803e-01 8.856260e-01 8.856260e-01 8.119629e-01 8.119629e-01 6.858364e-01,9.390720e+00 2.043252e+00
Inhibited Predator-Prey,gaussian,0.2,100,854.7089233398438,258.4024226702485,0.9970133304595947,0.12504999979528408,0.8086270093917847,1.239146113395691,-0.8048148327576197,3.0874691009521484,nan,4.831427824082211,0.9990503191947937,1.0,2.877254009246826,nan,2.0644116665648173,10,2,9.990503e-01 9.267396e-01 9.267396e-01 8.776261e-01 8.776261e-01 8.238398e-01 7.750331e-01 6.659394e-01 6.659394e-01 4.533748e-01,2.589450e+00 1.254328e+00
